"source_category","brands","categories_tags","countries_tags","ingredients_hierarchy","ingredients_tags","ingredients_text","labels_tags","product_name"
"cleansers","Gemey-Maybelline","en:face; en:cleansers; en:nail-polish-remover","en:france","","","","","Dissolvant express manucure"
"cleansers","l-oreal, l-oreal-consumer-products, garnier","en:face; en:cleansers; en:cleansing-waters; en:micellar-water","en:france","fr:695978-3; en:water; fr:water; fr:hexylene-glycol; fr:glycerin; fr:alcohol-denat; fr:disodium-cocoamphodiacetate; fr:disodium-edta; fr:poloxamer-184; fr:polyaminopropyl-biguanide; fr:b166370; fr:1","fr:695978-3; en:water; fr:water; fr:hexylene-glycol; fr:glycerin; fr:alcohol-denat; fr:disodium-cocoamphodiacetate; fr:disodium-edta; fr:poloxamer-184; fr:polyaminopropyl-biguanide; fr:b166370; fr:1","695978 3, aqua / water, hexylene glycol, glycerin, alcohol denat., disodium cocoamphodiacetate, disodium EDTA, poloxamer 184, polyaminopropyl biguanide, (B166370/1)","","Pure Active - Démaquillants - Solution micellaire Anti-imperfections"
"cleansers","Nivea","en:face; en:cleansers; en:cleansing-waters; en:micellar-water","en:france","","","","","MicellAIR skin breathe"
"cleansers","Labell","en:face; en:cleansers","en:france","en:water; fr:glycerin; fr:decyl-glucoside; fr:carboner-sodium-benzoate; fr:potassium-sorbate; fr:sodium-hydrocue-citric-acid; fr:aloe-barbadensis-leaf-extracto-tolerance-testee-sous-controle-dermatologique; fr:mode-d-emploimet-quelques-noisettes-sur-un-coton-demaquillant-et-appliquer-sur-le-vicgepo-teemaquiler; fr:sans-rincage; fr:application; fr:www-intermarche-be-flacon-plastique-et-son-bourh; fr:1-fois-par-jour; fr:precautions-dem-appliquer-sur-une-peau-irritee-et-endommagee; fr:eviter-le-contactave-tsedfingedients-reduite-par-rapport-aux-autres-produits-de-notre-marque-late-labell-service-et-appel-gratuits-0-800-008-180-iw-intermorthe-eavice-consommateurs-labell-consumentendienst","en:water; fr:glycerin; fr:decyl-glucoside; fr:carboner-sodium-benzoate; fr:potassium-sorbate; fr:sodium-hydrocue-citric-acid; fr:aloe-barbadensis-leaf-extracto-tolerance-testee-sous-controle-dermatologique; fr:mode-d-emploimet-quelques-noisettes-sur-un-coton-demaquillant-et-appliquer-sur-le-vicgepo-teemaquiler; fr:sans-rincage; fr:application; fr:www-intermarche-be-flacon-plastique-et-son-bourh; fr:1-fois-par-jour; fr:precautions-dem-appliquer-sur-une-peau-irritee-et-endommagee; fr:eviter-le-contactave-tsedfingedients-reduite-par-rapport-aux-autres-produits-de-notre-marque-late-labell-service-et-appel-gratuits-0-800-008-180-iw-intermorthe-eavice-consommateurs-labell-consumentendienst","AQUA, GLYCERIN, DECYL GLUCOSIDE, CARBONER SODIUM BENZOATE, POTASSIUM SORBATE, SODIUM HYDROCUE CITRIC ACID, ALOE BARBADENSIS LEAF EXTRACTO Tolérance testée sous contrôle dermatologique. Mode d'emploimet quelques noisettes sur un coton démaquillant et appliquer sur le vicgepo téemaquiler. Sans rinçage. Application: 1 fois par jour. Précautions dem appliquer sur une peau irritée et endommagée. Eviter le contactave Tsedfingedients réduite par rapport aux autres produits de notre marque late LABELL Service & appel gratuits 0 800 008 180 iw intermorthe eavice Consommateurs Labell Consumentendienst: www.intermarche.be Flacon plastique et Son bourh","fr:victoire-de-la-beaute-2018-2019","Gelée micellaire démaquillante"
"cleansers","Garancia","en:face; en:cleansers; en:cleansing-waters; en:micellar-water","en:france","en:water; fr:peg-6-caprylic; fr:capric-glycerides; fr:hordeum-vulgare-juice; fr:biosaccharide-gum-1; fr:glycerin; fr:glyceryl-caprylate; fr:disodium-edta; fr:parfum; fr:sodium-benzoate; en:e330; fr:levulinic-acid; fr:ethyl-vanillin; fr:p-anisic-acid; fr:cetrimonium-bromide; fr:citronellol; fr:geraniol; fr:hydroxycitronellal; fr:citral; fr:sodium-hydroxide; fr:water; fr:fragrance","en:water; fr:peg-6-caprylic; fr:capric-glycerides; fr:hordeum-vulgare-juice; fr:biosaccharide-gum-1; fr:glycerin; fr:glyceryl-caprylate; fr:disodium-edta; fr:parfum; fr:sodium-benzoate; en:e330; fr:levulinic-acid; fr:ethyl-vanillin; fr:p-anisic-acid; fr:cetrimonium-bromide; fr:citronellol; fr:geraniol; fr:hydroxycitronellal; fr:citral; fr:sodium-hydroxide; fr:water; fr:fragrance","AQUA (WATER/EAU)*, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, HORDEUM VULGARE JUICE*, BIOSACCHARIDE GUM-1*, GLYCERIN*, GLYCERYL CAPRYLATE*, DISODIUM EDTA, PARFUM (FRAGRANCE), SODIUM BENZOATE, CITRIC ACID, LEVULINIC ACID, ETHYL VANILLIN, P-ANISIC ACID, CETRIMONIUM BROMIDE, CITRONELLOL, GERANIOL, HYDROXYCITRONELLAL, CITRAL, SODIUM HYDROXIDE","en:made-in-france","Source Micellaire Enchantée"
"cleansers","Nivea","en:face; en:cleansers","en:france","en:water; fr:isopropyl-palmitate; fr:paraffinum-liquidum; fr:glycerin; fr:butyrospermum-parkii-butter; fr:cetyl-alcohol; fr:glyceryl-glucoside; fr:prunus-amygdalus-dulcis-oil; fr:panthenol; fr:sodium-palmitate; fr:glyceryl-stearate; fr:sodium-stearate; fr:carbomer; fr:sodium-myristate; fr:sodium-arachidate; fr:sodium-oleate; fr:tetrasodium-iminodisuccinate; fr:phenoxyethanol; fr:methylparaben; fr:butylpheyl; fr:methylpropional; fr:geraniol; fr:alpha-isomethyl-ionone; fr:limonene; fr:citronellol; fr:eugenol; fr:benzyl-alcohol; fr:parfum","en:water; fr:isopropyl-palmitate; fr:paraffinum-liquidum; fr:glycerin; fr:butyrospermum-parkii-butter; fr:cetyl-alcohol; fr:glyceryl-glucoside; fr:prunus-amygdalus-dulcis-oil; fr:panthenol; fr:sodium-palmitate; fr:glyceryl-stearate; fr:sodium-stearate; fr:carbomer; fr:sodium-myristate; fr:sodium-arachidate; fr:sodium-oleate; fr:tetrasodium-iminodisuccinate; fr:phenoxyethanol; fr:methylparaben; fr:butylpheyl; fr:methylpropional; fr:geraniol; fr:alpha-isomethyl-ionone; fr:limonene; fr:citronellol; fr:eugenol; fr:benzyl-alcohol; fr:parfum","Aqua, Isopropyl palmitate, paraffinum liquidum, glycerin, butyrospermum parkii butter, cetyl alcohol, glyceryl glucoside, prunus amygdalus dulcis oil, panthenol, sodium palmitate, glyceryl stearate, sodium stearate, carbomer, sodium myristate, sodium arachidate, sodium oleate, tetrasodium iminodisuccinate, phenoxyethanol, methylparaben, butylpheyl, methylpropional, geraniol, alpha-isomethyl ionone, limonene, citronellol, eugenol, benzyl alcohol, parfum","","Lait de toilette douceur"
"cleansers","Léa Nature, So'Bio étic","en:face; en:cleansers; en:cleansing-milks; en:open-beauty-facts","en:france","en:water; fr:anthemis-nobilis-flower-water; fr:isopropyl-palmitate; fr:glycerin; fr:caprylic; fr:capric-triglyceride; fr:cocoglycerides; fr:cetearyl-alcohol; fr:glyceryl-stearate-citrate; fr:olus-oil; fr:donkey-milk; en:e415; fr:benzyl-alcohol; fr:sodium-cocoyl-glutamate; fr:parfum; fr:sodium-levulinate; fr:sodium-benzoate; fr:butyrospermum-parkii; fr:butter; fr:lactic-acid; fr:sodium-chloride; fr:linalool; fr:aloe-barbadensis-leaf-juice-powder; fr:benzyl-salicylate; en:vitamin-e; en:vitamins; fr:water; fr:vegetable-oil; fr:fragrance; fr:shea","en:water; fr:anthemis-nobilis-flower-water; fr:isopropyl-palmitate; fr:glycerin; fr:caprylic; fr:capric-triglyceride; fr:cocoglycerides; fr:cetearyl-alcohol; fr:glyceryl-stearate-citrate; fr:olus-oil; fr:donkey-milk; en:e415; fr:benzyl-alcohol; fr:sodium-cocoyl-glutamate; fr:parfum; fr:sodium-levulinate; fr:sodium-benzoate; fr:butyrospermum-parkii; fr:butter; fr:lactic-acid; fr:sodium-chloride; fr:linalool; fr:aloe-barbadensis-leaf-juice-powder; fr:benzyl-salicylate; en:vitamin-e; en:vitamins; fr:water; fr:vegetable-oil; fr:fragrance; fr:shea","Aqua (Water), Anthemis Nobilis Flower Water*, Isopropyl Palmitate, Glycerin, Caprylic/Capric Triglyceride, Cocoglycerides, Cetearyl Alcohol, Glyceryl Stearate Citrate, Olus Oil (Vegetable Oil), 
Donkey Milk, Xanthan Gum, Benzyl Alcohol, Sodium Cocoyl Glutamate, Parfum (Fragrance), Sodium Levulinate, Sodium Benzoate, Butyrospermum Parkii (Shea) Butter*, Lactic Acid, Sodium Chloride, Linalool, Aloe Barbadensis Leaf Juice Powder*, Benzyl Salicylate, Tocopherol.
*ingrédients issus de l'agriculture biologique","en:organic; fr:cosmetique-bio-charte-cosmebio; fr:ecocert","Lait démaquillant soyeux - Mon lait d'Ânesse - So'Bio étic"
"cleansers","By U, Système U","en:face; en:cleansers; en:eye-makeup-remover","en:france","en:water; fr:isopropyl-myristate; fr:glycerin; fr:isononyl-isonanoate; fr:prunus-armeniaca-kernel-oil; fr:sodium-benzoate; fr:potassium-sorbate; fr:lactic-acid; en:e330; fr:ci-61565; fr:prunus-domestica-fruit-extract","en:water; fr:isopropyl-myristate; fr:glycerin; fr:isononyl-isonanoate; fr:prunus-armeniaca-kernel-oil; fr:sodium-benzoate; fr:potassium-sorbate; fr:lactic-acid; en:e330; fr:ci-61565; fr:prunus-domestica-fruit-extract","Aqua, Isopropyl Myristate, Glycerin, Isononyl Isonanoate, Prunus Armeniaca Kernel Oil, Sodium Benzoate, Potassium Sorbate, Lactic Acid, Citric Acid, CI 61565, Prunus Domestica Fruit Extract","en:green-point; en:without-paraben","Démaquillant yeux waterproof à l'extrait de prune"
"cleansers","Monoprix","en:face; en:cleansers; en:nail-polish-remover","en:france","fr:ethyl-acetate; fr:helianthus-annuus-seed-oil; fr:parfum; fr:persea-gratissima-fruit-extract; en:vitamin-e; en:vitamins","fr:ethyl-acetate; fr:helianthus-annuus-seed-oil; fr:parfum; fr:persea-gratissima-fruit-extract; en:vitamin-e; en:vitamins","Ethyl Acetate, Helianthus Annuus Seed Oil, Parfum, Persea Gratissima Fruit Extract, Tocopherol","en:without-acetone","Dissolvant express sans acétone"
"cleansers","Léa nature","en:face; en:cleansers; en:cleansing-waters; en:micellar-water","en:france","fr:eau-thermale-de-jonzac; fr:eau-florale-d-hamamelis-astringente; fr:zinc-naturel-assainissant","fr:eau-thermale-de-jonzac; fr:eau-florale-d-hamamelis-astringente; fr:zinc-naturel-assainissant","Eau thermale de Jonzac 15%, eau florale d'hamamélis astringente, zinc naturel assainissant","en:organic; en:1-for-the-planet; en:dermatologically-tested; fr:cosmetique-bio-charte-cosmebio; en:certified-by-ecocert","Eau Thermale Jonzac - Eau micellaire purifiante"
"cleansers","Marque Repère, Inell, Inell Visage","en:face; en:cleansers","en:france","en:water; fr:glycerin; en:e490; fr:panthenol; fr:parfum; en:fructose; en:added-sugar; en:monosaccharide; fr:polyquaternium-22; fr:ppg-26-buteth-26; fr:peg-40-hydrogenated-castor-oil; fr:tetrasodium-glutamate-diacetate; fr:polyaminopropyl-biguanide; en:e330; fr:tetrahexyldecyl-ascorbate; en:e420; fr:camellia-sinensis-leaf-extract; fr:sodium-glycolate; fr:methylparaben; fr:sodium-hydroxide; fr:ascorbic-acid; en:e216; en:e133; en:e151","en:water; fr:glycerin; en:e490; fr:panthenol; fr:parfum; en:fructose; en:added-sugar; en:monosaccharide; fr:polyquaternium-22; fr:ppg-26-buteth-26; fr:peg-40-hydrogenated-castor-oil; fr:tetrasodium-glutamate-diacetate; fr:polyaminopropyl-biguanide; en:e330; fr:tetrahexyldecyl-ascorbate; en:e420; fr:camellia-sinensis-leaf-extract; fr:sodium-glycolate; fr:methylparaben; fr:sodium-hydroxide; fr:ascorbic-acid; en:e216; en:e133; en:e151","AQUA - GLYCERIN - PROPYLENE GLYCOL - PANTHENOL - PARFUM - FRUCTOSE - POLYQUATERNIUM-22 - PPG-26-BUTETH-26 - PEG-40 HYDROGENATED CASTOR OIL - TETRASODIUM GLUTAMATE DIACETATE - POLYAMINOPROPYL  BIGUANIDE - CITRIC ACID - TETRAHEXYLDECYL ASCORBATE - SORBITOL - CAMELLIA SINENSIS LEAF EXTRACT - SODIUM GLYCOLATE - METHYLPARABEN - SODIUM HYDROXIDE - ASCORBIC ACID - PROPYLPARABEN - CI 42090 - CI 28440.","","Lotion Tonique Fraîcheur"
"cleansers","Neutrogena","en:cleansers","en:brazil","en:water; en:e422; pt:coco-glucosideo; pt:carbomer; pt:trietanolamina; en:lactose; en:oat; en:cereal; en:hydrolyzed-wheat-protein; en:protein; en:vegetable-protein; en:hydrolysed-vegetable-protein; en:wheat-protein; en:e211; en:e202; pt:fragrancia; en:gluten","en:water; en:e422; pt:coco-glucosideo; pt:carbomer; pt:trietanolamina; en:lactose; en:oat; en:cereal; en:hydrolyzed-wheat-protein; en:protein; en:vegetable-protein; en:hydrolysed-vegetable-protein; en:wheat-protein; en:e211; en:e202; pt:fragrancia; en:gluten","Água, Glicerina, Coco-Glucosídeo, Carbomer, Trietanolamina, Lactose (1%), Avena Sativa (Aveia), Hydrolyzed Wheat Protein (Glúten), Sodium Benzoate, Potassium Sorbate, Fragrância","en:vegetarian; en:vegan; en:cruelty-free","Gel de Limpeza Facial Neutrogena Hydro Boost"
"cleansers","Holika Holika","en:cleansers","en:lithuania","","",NA,"","Good Cera"
"cleansers","l-oreal, l-oreal-consumer-products, garnier","en:face; en:cleansers; en:cleansing-waters","en:australia; en:france; en:united-kingdom","en:water; en:hexylene-glycol; en:e422; en:poloxamer-184; en:disodium-cocoamphodiacetate; en:disodium-edta; en:myrtrimonium-bromide","en:water; en:hexylene-glycol; en:e422; en:poloxamer-184; en:disodium-cocoamphodiacetate; en:disodium-edta; en:myrtrimonium-bromide","AQUA / WATER, HEXYLENE GLYCOL, GLYCERIN, POLOXAMER 184, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, MYRTRIMONIUM BROMIDE.","en:dermatologically-tested; en:green-point; en:hypoallergenic; en:without-perfume; en:allergy-uk; en:british-skin-foundation; en:for-sensitive-skin; en:handy-format; en:no-rinsing; en:ophthalmologically-tested","Micellar Cleansing Water"
"cleansers","NIVEA","en:face; en:cleansers; en:cleansing-waters","en:norway","en:water; nb:peg-40-hydrogenated-castor-oil; nb:vitis-vinifera-seed-oil; nb:panthenol; nb:glyceryl-glucoside; nb:poloaxmer-124; nb:polyquaternium-10; nb:disodium-cocoyl-gutamate; en:e330; en:sodium-chloride; en:minerals; en:sodium; en:e262; en:e490; nb:1-2-hexanediol; nb:trisodium-edta; nb:phenoxyethanol","en:water; nb:peg-40-hydrogenated-castor-oil; nb:vitis-vinifera-seed-oil; nb:panthenol; nb:glyceryl-glucoside; nb:poloaxmer-124; nb:polyquaternium-10; nb:disodium-cocoyl-gutamate; en:e330; en:sodium-chloride; en:minerals; en:sodium; en:e262; en:e490; nb:1-2-hexanediol; nb:trisodium-edta; nb:phenoxyethanol","Aqua, PEG-40 Hydrogenated Castor Oil, Vitis Vinifera Seed Oil, Panthenol, Glyceryl Glucoside, Poloaxmer 124, Polyquaternium-10, Disodium Cocoyl Gutamate, Citric Acid, Sodium Chloride, Sodium Acetate, Propylene Glycol, 1,2-Hexanediol, Trisodium EDTA, Phenoxyethanol","","MicellAIR"
"cleansers","l-oreal, l-oreal-consumer-products, l-oreal-paris","en:face; en:cleansers; en:eye-makeup-remover","en:france","en:water; fr:cyclopentasiloxane; fr:isohexadecane; fr:isopropyl-palmitate; fr:sodium-chloride; fr:dipotassium-phosphate; fr:poloxamer-184; fr:potassium-phosphate; fr:panthenol; fr:polyaminopropyl-biguanide; fr:ci-61565; fr:green-6; fr:fil-b4885; fr:3","en:water; fr:cyclopentasiloxane; fr:isohexadecane; fr:isopropyl-palmitate; fr:sodium-chloride; fr:dipotassium-phosphate; fr:poloxamer-184; fr:potassium-phosphate; fr:panthenol; fr:polyaminopropyl-biguanide; fr:ci-61565; fr:green-6; fr:fil-b4885; fr:3","AQUA, CYCLOPENTASILOXANE, ISOHEXADECANE, ISOPROPYL PALMITATE, SODIUM CHLORIDE, DIPOTASSIUM PHOSPHATE, POLOXAMER 184, POTASSIUM PHOSPHATE, PANTHENOL, POLYAMINOPROPYL BIGUANIDE, CI 61565, GREEN 6. (FIL B4885/3).","fr:teste-ophtalmologiquement","Démaquillant Express Yeux et Lèvres"
"cleansers","L'Oréal,L'Oreal Consumer products,Garnier","en:face; en:cleansers","en:egypt","","","","","Micellar Cleansing Water in Oil"
"cleansers","Bioderma","en:face; en:cleansers; en:cleansing-waters; en:micellar-water","en:france","fr:water; fr:peg-6-caprylic; fr:capric-glycerides; en:e490; fr:cucumis-sativus; fr:fruit-extract; en:fructooligosaccharide; en:sweetener; en:prebiotics; en:e421; en:e967; fr:rhamnose; fr:cetrimonium-bromide; fr:disodium-edta; en:water; fr:cucumber; fr:bi-446","fr:water; fr:peg-6-caprylic; fr:capric-glycerides; en:e490; fr:cucumis-sativus; fr:fruit-extract; en:fructooligosaccharide; en:sweetener; en:prebiotics; en:e421; en:e967; fr:rhamnose; fr:cetrimonium-bromide; fr:disodium-edta; en:water; fr:cucumber; fr:bi-446","Water (aqua), PEG-6 caprylic/capric glycerides, propylène glycol, cucumis sativus (cucumber)fruit extract, fructooligosaccharides, mannitol, xylitol, rhamnose, cetrimonium bromide, disodium EDTA. [BI 446]","en:hypoallergenic; en:without-perfume","Créaline TS H2O Solution micellaire"
"cleansers","Labell","en:face; en:cleansers; en:cleansing-waters","en:france","en:water; fr:glycerin; fr:hamamelis-virginiana-flower-water; fr:peg-40-glyceryl-cocoate; fr:peg-40-hydrogenated-castor-oil; fr:sodium-coceth-sulfate; fr:parfum; en:e420; fr:sodium-methylparaben; fr:sodium-bicarbonate; en:e330; en:e432; fr:polyaminopropyl-blguanide; fr:caprylyl-glycol; fr:peg-35-castor-oil; fr:tocopheryl-acetate; fr:methylchloroisothiazolinone","en:water; fr:glycerin; fr:hamamelis-virginiana-flower-water; fr:peg-40-glyceryl-cocoate; fr:peg-40-hydrogenated-castor-oil; fr:sodium-coceth-sulfate; fr:parfum; en:e420; fr:sodium-methylparaben; fr:sodium-bicarbonate; en:e330; en:e432; fr:polyaminopropyl-blguanide; fr:caprylyl-glycol; fr:peg-35-castor-oil; fr:tocopheryl-acetate; fr:methylchloroisothiazolinone","AQUA, GLYCERIN, HAMAMELIS VIRGINIANA FLOWER WATER, PEG-40 GLYCERYL COCOATE, PEG-40 HYDROGENATED CASTOR OIL, SODIUM COCETH SULFATE, PARFUM, SORBITOL, SODIUM METHYLPARABEN, SODIUM BICARBONATE, CITRIC ACID, POLYSORBATE 20, POLYAMINOPROPYL BlGUANIDE, CAPRYLYL GLYCOL, PEG-35 CASTOR OIL, TOCOPHERYL ACETATE, METHYLCHLOROISOTHIAZOLINONE,","en:dermatologically-tested","Eau démaquillante"
"cleansers","La Roche-Posay","en:face; en:cleansers; en:eye-makeup-remover","en:france","en:water; fr:water; fr:peg-120-methyl-glycose-dioleate; fr:hexylene-glycol; fr:allantoin; fr:poloxamer-124; fr:poloxamer-184; fr:disodium-cocoamphodiacetate; fr:disodium-edta; en:e330; fr:polyaminopropyl-biguanide; fr:code-f-i-l; fr:b26941; fr:5","en:water; fr:water; fr:peg-120-methyl-glycose-dioleate; fr:hexylene-glycol; fr:allantoin; fr:poloxamer-124; fr:poloxamer-184; fr:disodium-cocoamphodiacetate; fr:disodium-edta; en:e330; fr:polyaminopropyl-biguanide; fr:code-f-i-l; fr:b26941; fr:5","AQUA / WATER, PEG-120 METHYL GLYCOSE DIOLEATE, HEXYLENE GLYCOL, ALLANTOIN, POLOXAMER 124, POLOXAMER 184, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, CITRIC ACID, POLYAMINOPROPYL BIGUANIDE. (CODE F.I.L. B26941/5).","en:neutral-ph-for-the-skin; en:no-colorings; en:without-paraben; en:without-soap; fr:sans-alcool","Démaquillant yeux peaux sensibles"
"cleansers","Demak-up","en:face; en:cleansers","en:france","","","","","Lingettes démaquillantes douceur peaux sèches et sensibles"
"cleansers","Cattier","en:face; en:cleansers; en:cleansing-milks","en:france","en:water; fr:centaurea-cyanus-flower-water; fr:dicaprylyl-carbonate; fr:glycerin; fr:caprylic; fr:capric-triglyceride; fr:helianthus-annuus-hybrid-oil; fr:cetearyl-wheat-straw-glycosides; fr:cetearyl-alcohol; fr:sodium-benzoate; fr:benzyl-alcohol; fr:stearic-acid; en:e415; en:vitamin-e; en:vitamins; fr:lactic-acid","en:water; fr:centaurea-cyanus-flower-water; fr:dicaprylyl-carbonate; fr:glycerin; fr:caprylic; fr:capric-triglyceride; fr:helianthus-annuus-hybrid-oil; fr:cetearyl-wheat-straw-glycosides; fr:cetearyl-alcohol; fr:sodium-benzoate; fr:benzyl-alcohol; fr:stearic-acid; en:e415; en:vitamin-e; en:vitamins; fr:lactic-acid","Aqua, Centaurea Cyanus Flower Water, Dicaprylyl Carbonate, Glycerin, Caprylic/Capric Triglyceride, Helianthus Annuus Hybrid Oil, Cetearyl Wheat Straw Glycosides, Cetearyl Alcohol, Sodium Benzoate, Benzyl Alcohol, Stearic Acid, Xanthan Gum, Tocopherol, Lactic Acid","en:organic; en:without-perfume; fr:cosmetique-bio-charte-cosmebio","Cattier lait démaquillant caresse d'herboriste"
"cleansers","Casino","en:face; en:cleansers; en:nail-polish-remover","en:france","fr:acetone; en:water; fr:ci-26100","fr:acetone; en:water; fr:ci-26100","ACETONE, AQUA, CI 26100.","","Dissolvant"
"cleansers","Henkel, Diadermine","en:face; en:cleansers; en:nail-polish-remover","en:france","fr:ethyl-acetate; fr:alcohol-denat; en:water; fr:parfum; fr:benzophenone-4; fr:ci-16035; en:e104","fr:ethyl-acetate; fr:alcohol-denat; en:water; fr:parfum; fr:benzophenone-4; fr:ci-16035; en:e104","Ethyl Acetate - Alcohol denat. - Aqua - Parfum - Benzophenone-4 - CI 16035 - CI 47005","en:without-acetone","Dissolvant Doux sans acétone"
"cleansers","Cutex","en:face; en:cleansers; en:nail-polish-remover","en:united-kingdom","en:acetone; en:water; en:e422; en:propylene-carbonate; en:dimethyl-glutarate; en:dimethyl-adipate; en:denatonium-beanzoate; en:dimethyl-succinate; en:e428; en:eau","en:acetone; en:water; en:e422; en:propylene-carbonate; en:dimethyl-glutarate; en:dimethyl-adipate; en:denatonium-beanzoate; en:dimethyl-succinate; en:e428; en:eau","ACETONE, AQUA (WATER (EAU)), GLYCERIN, PROPYLENE CARBONATE, DIMETHYL GLUTARATE, DIMETHYL ADIPATE, DENATONIUM BEANZOATE, DIMETHYL SUCCINATE, GELATIN.","en:flammable","Nail Polish Remover Twist & Scrub Sponge"
"cleansers","Monoprix, Monoprix Bio","en:face; en:cleansers; en:cleansing-milks","en:france","en:water; fr:aloe-barbadensis-leaf-juices; fr:caprylic; fr:capric-triglyceride; fr:polyglyceryl-3-dicitrate; fr:stearate; en:e422; fr:glyceril-stearate; fr:butyrospermum-parkii-butter; en:e1519; en:e211; fr:xantham-gum; en:flavouring; fr:argania-spinosa-oil; fr:citrus-aurantium-amara-flower-water; en:e330; fr:tetrasodium-glutamate-diacetate; en:e524; en:e575; fr:ceraniol; fr:limonene; fr:linalool","en:water; fr:aloe-barbadensis-leaf-juices; fr:caprylic; fr:capric-triglyceride; fr:polyglyceryl-3-dicitrate; fr:stearate; en:e422; fr:glyceril-stearate; fr:butyrospermum-parkii-butter; en:e1519; en:e211; fr:xantham-gum; en:flavouring; fr:argania-spinosa-oil; fr:citrus-aurantium-amara-flower-water; en:e330; fr:tetrasodium-glutamate-diacetate; en:e524; en:e575; fr:ceraniol; fr:limonene; fr:linalool","Aqua, Aloe barbadensis leaf juices*, Caprylic / Capric Triglyceride, Polyglyceryl-3 dicitrate / stearate, Glycerin, Glyceril Stearate, Butyrospermum Parkii Butter*, Benzyl alcohol, Sodium Benzoate, Xantham Gum, Aroma, Argania Spinosa oil*, Citrus Aurantium Amara Flower water*, Citric Acid, Tetrasodium Glutamate Diacetate, Sodium hydroxide, Gluconolactone, Ceraniol, Limonene, Linalool. * ingrédients issus de l'agriculture biologique.","en:organic; fr:cosmetique-bio-charte-cosmebio; fr:ecocert","Lait démaquillant Monoprix Bio"
"cleansers","Yves Rocher","en:face; en:cleansers; en:cleansing-milks","en:france","en:water; fr:paraffinum-liquidum; fr:sorbitan-stearate; fr:ceteth-20; en:e927b; en:e490; en:e900; fr:cetyl-alcohol; en:e432; fr:prunus-amygdalus-dulcis-extract; fr:carbomer; fr:parfum; en:e218; fr:allantoin; en:e214; en:e216; fr:butylparaben; en:e524; fr:tetrasodium-edta; fr:hexyl-cinnamal; fr:butylphenyl-methylpropional; fr:linanool; fr:citronellol; fr:alpha-isomethyl-ionone; fr:limonene; fr:benzyl-benzoate; fr:coumarin","en:water; fr:paraffinum-liquidum; fr:sorbitan-stearate; fr:ceteth-20; en:e927b; en:e490; en:e900; fr:cetyl-alcohol; en:e432; fr:prunus-amygdalus-dulcis-extract; fr:carbomer; fr:parfum; en:e218; fr:allantoin; en:e214; en:e216; fr:butylparaben; en:e524; fr:tetrasodium-edta; fr:hexyl-cinnamal; fr:butylphenyl-methylpropional; fr:linanool; fr:citronellol; fr:alpha-isomethyl-ionone; fr:limonene; fr:benzyl-benzoate; fr:coumarin","AQUA, PARAFFINUM LIQUIDUM, SORBITAN STEARATE, CETETH-20, UREA, PROPYLENE GLYCOL, DIMETHICONE, CETYL ALCOHOL, POLYSORBATE 20, PRUNUS AMYGDALUS DULCIS EXTRACT, CARBOMER, PARFUM, METHYLPARABEN, ALLANTOIN, ETHYLPARABEN, PROPYLPARABEN, BUTYLPARABEN, SODIUM HYDROXIDE, TETRASODIUM EDTA, HEXYL CINNAMAL, BUTYLPHENYL METHYLPROPIONAL, LINANOOL, CITRONELLOL, ALPHA-ISOMETHYL IONONE, LIMONENE, BENZYL BENZOATE, COUMARIN.","","Nutri Specific Démaquillant Lacté"
"cleansers","Johnson & Johnson, Neutrogena, Santé Beauté France","en:face; en:cleansers; en:cleansing-milks; fr:creme","en:france","en:water; en:e422; en:e559; en:e558; fr:sodium-methyl-cocoyl-taurate; en:e171; fr:trideceth-9; en:e330; fr:coconut-acid; fr:peg-5-ethylhexanoate; en:e415; en:sodium-chloride; en:minerals; en:sodium; fr:disodium-edta; en:sodium-citrate; fr:chlorphenesin; fr:salicylic-acid; fr:parfum","en:water; en:e422; en:e559; en:e558; fr:sodium-methyl-cocoyl-taurate; en:e171; fr:trideceth-9; en:e330; fr:coconut-acid; fr:peg-5-ethylhexanoate; en:e415; en:sodium-chloride; en:minerals; en:sodium; fr:disodium-edta; en:sodium-citrate; fr:chlorphenesin; fr:salicylic-acid; fr:parfum","Aqua, Glycerin, Kaolin, Bentonite, Sodium Methyl Cocoyl Taurate, CI 77891, Trideceth-9, Citric Acid, Coconut Acid, PEG-5 Ethylhexanoate, Xanthan Gum, Sodium Chloride, Disodium EDTA, Sodium Citrate, Chlorphenesin, Salicylic Acid, Parfum.","en:dermatologically-tested; en:green-point; fr:formule-sous-controle-medical","Deep Clean"
